epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6
0.20682026,0.23043497,0.9529453,0.11766039,0.2905517,0.11631736
0.16622958,0.10365453,0.113851815,0.3343643,0.10732812,0.20387882
0.17648585,0.102422796,0.16870269,0.18994078,0.14504495,0.12475598
0.18938333,0.20856436,0.22150002,0.27725857,0.1104278,0.23828456
0.16967982,0.13481158,0.21780998,0.2372796,0.103484005,0.12604669
0.17801976,0.16610846,0.14573115,0.35384965,0.16043435,0.12365244
0.13109301,0.45068678,0.34393883,0.2616228,0.660555,0.18416119
0.108640276,0.2037309,1.1110444,0.10006919,0.12900668,0.092538215
0.13711399,0.21312302,0.15185314,0.120968305,0.24749091,0.18756562
0.2539496,0.12488267,0.1424253,0.15676424,0.17629546,0.15058023
0.10320165,0.18339655,0.11342258,0.18862952,0.11494194,0.11473945
0.16419832,0.31170145,0.15706208,0.49710003,0.16825157,0.13905928
0.17881471,0.15066217,0.18039542,0.15771672,0.118700966,0.219405
0.10573083,0.26271325,0.32288492,0.2383039,0.17989671,0.18279319
0.26269233,0.45721668,0.34641612,0.29576194,0.2962018,0.22751658
0.15562645,0.18797798,0.22057346,0.23982398,0.22196677,0.16345125
0.10420534,0.1371025,0.099102765,0.25172693,0.0851821,0.12185747
0.08724111,0.16981524,0.124376744,0.40084538,0.39631784,0.09315461
0.10347517,0.2988056,0.19652605,0.11520779,0.1271562,0.2432936
0.09443412,0.14367528,0.15243112,0.17545225,0.1411424,0.15169154
0.17116925,0.14126188,0.25511917,0.23393843,0.22365005,0.26526988
0.18795227,0.31827402,0.17517897,0.42294824,0.23276772,0.16285127
0.2200208,0.34822857,0.18807937,0.20228884,0.24234384,0.24380197
0.11817116,0.113474384,0.1421986,0.272622,0.12952945,0.23837768
0.10491264,0.12580657,0.14934134,0.081928775,0.15325738,0.13184851
0.19771248,0.15447585,0.13717222,2.1462467,0.2166974,0.16437465
0.11279462,0.1030958,0.14815833,0.12627763,0.18559235,0.2648367
0.14496762,1.825746,0.19304627,0.21634431,0.24350794,0.14922424
0.1705929,0.12796503,0.14361282,0.32711995,0.20224464,0.17660287
0.11633628,0.15248626,0.17659272,0.17224425,0.1416867,0.39881003
0.109779015,0.12483941,0.18264942,0.17452584,0.10586552,0.11300233
0.19158837,0.14664797,0.1121428,0.21079126,0.0961853,0.24275133
0.081140324,0.1503644,0.30836165,0.3601271,0.1095303,0.13049854
0.09861086,0.13161168,0.16548477,0.2816484,0.20169656,0.15452085
0.11061776,0.19801098,0.2632736,0.28219366,0.24082504,0.2630258
0.1740533,0.14401771,0.34315845,0.4282678,0.22308715,0.37601054
0.26090673,0.15862897,0.3043865,0.11776238,0.19936962,0.37984812
0.13682938,0.19048071,0.161602,0.12030718,0.16309516,0.09345123
0.19627114,0.16611633,0.5269275,0.18494245,0.18623771,0.2645737
0.17274716,0.09837193,0.13712917,0.16364124,0.39878207,0.14662753
0.14904255,0.120891266,0.25633165,0.3087193,0.23552997,0.13246319
0.17688948,0.18749939,0.2065248,0.35759902,0.13718979,0.12457136
0.2731656,0.13815898,0.19906512,0.3711893,0.20585138,0.15899114
0.12611198,0.2684477,0.18383616,0.24739559,0.09411152,0.1216064
0.1483974,0.17969821,0.12996197,0.19349319,0.2561316,0.10289507
0.29318225,0.13233739,0.14156193,0.16260237,0.18012108,0.44790274
0.16095677,0.2087682,0.12320879,0.16891487,0.12916856,0.21814948
0.12541448,0.21420377,0.21059123,0.38969922,0.14693934,0.105286874
0.24561654,0.18551351,0.19881883,0.19733287,0.1606568,0.11494616
0.11861178,0.16892877,0.23484042,0.104240164,0.16194044,0.22556178
0.16275625,0.12755597,0.1267478,0.10909166,0.14960696,0.10680759
0.32253054,0.25751624,0.18130188,0.13854526,0.1022767,0.26287976
0.11741776,0.1973567,0.15263109,0.15439774,0.09367612,0.14408955
0.10646966,0.16548838,0.14619854,0.15409963,0.28901517,0.071463495
0.12782525,2.354746,0.09805922,0.10309717,0.082887456,0.106359296
0.14483827,0.22613719,0.24010175,0.20790122,0.2541834,0.17039864
0.111004084,0.20580281,0.085390694,0.7302704,0.71666247,0.3724922
0.19957775,0.16130884,0.19230483,0.13374192,0.2393384,0.10020177
0.42556185,0.19602089,0.25096145,0.25467598,0.15877225,0.24793792
0.18122472,0.19776215,0.16783439,0.19061416,0.14224008,0.17140463
0.1841978,0.37760818,0.16756693,0.19894302,0.46044624,1.0826685
0.08850183,0.19318616,0.31990287,0.20149916,0.21063545,0.17908221
0.14393693,0.14189053,0.20383972,0.1323601,0.10553294,0.17356852
0.14456882,0.17292432,0.3108439,0.44326755,0.13082695,0.28632855
0.7042761,0.12153256,0.21290195,0.3457235,0.13070594,0.41724074
0.2047038,0.18356957,0.28352568,0.19679092,0.084149316,0.3355819
0.26325998,0.1793751,0.24652317,0.13208227,0.16917367,0.14756648
0.106583446,0.14832519,0.17404087,0.117008634,0.22957295,0.27451086
0.08115056,0.16220748,0.25585642,0.31313884,0.14753528,0.17752953
0.11454729,0.17240569,0.28270188,0.14881276,0.15752056,0.109273784
0.095140845,0.19132484,0.2496861,0.16944095,0.14214267,0.0998844
0.10046997,0.20028895,0.2675656,0.16117054,0.25316718,0.24389015
0.1925154,0.21315618,0.19453241,0.2121687,0.11507968,0.14616978
0.17439485,0.25956738,0.3550276,0.2004773,0.1194888,0.38258377
0.20193568,0.1616857,0.06813604,0.15922819,0.19168586,0.15909924
0.2029447,0.1242582,0.1378351,0.12531966,0.19140002,1.8687055
0.13696738,0.33032826,0.16691065,0.26044995,0.121269256,0.14658134
0.31296042,0.2621082,0.3967244,0.15201733,0.37500533,0.16447344
0.17384754,0.43789646,0.25623256,0.11579808,0.18190457,0.27634197
0.17775708,0.12422776,0.1941666,0.20303075,0.111209184,0.20071366
0.16297263,0.11788873,0.29430377,0.14732438,0.09483347,0.13816662
0.1554714,0.16147971,0.16489187,0.34819067,0.20748435,0.23045415
0.21619028,0.18807875,0.35077628,0.17628862,0.15349369,0.15483736
0.20731224,0.1753463,0.10800737,0.12300956,0.34728706,0.11503981
0.17009164,0.16763444,0.114399895,0.25662866,0.20228232,0.17098099
0.15432644,0.2777335,0.22342354,0.14164941,0.20888054,0.16038284
0.22501922,0.7467859,0.10628864,0.1282391,0.17737424,0.15003555
0.13765544,0.09676987,0.10642867,0.12946835,0.122405395,0.14925054
0.11979094,0.1925084,0.09776153,0.081641175,0.16759416,0.14727509
0.1619352,0.10869411,0.10647535,0.11563924,0.22586125,0.10498036
0.22109851,0.098327,0.19473028,0.10453996,0.14101492,0.14173752
0.15054275,0.11864988,0.1214265,0.20973527,0.16673766,0.16806263
0.12553716,0.19534047,0.2813525,0.4135896,0.27890974,0.09937103
0.14746153,0.12669957,0.13329,0.09230028,0.19604383,0.12930682
0.13482344,0.1120957,0.17931068,0.10271209,0.10652672,0.13174462
0.11848027,0.11907681,0.18006025,0.18093514,0.16169326,0.15035057
0.17465384,0.13225345,0.14851117,0.18564881,0.12462744,0.096098185
0.26238024,0.13073315,0.102754526,0.10263541,0.8264146,0.13764803
0.2966743,0.14081559,0.19507323,0.18255171,0.19031972,0.18978773
0.09024252,0.15348016,0.13658057,0.10147472,0.11269151,0.13016623
0.24712647,0.17432253,0.24071155,0.09371244,0.16976218,0.23238939
0.16189887,0.11867424,0.09258396,0.15056454,0.18526854,0.15467857
0.24412614,0.2436129,0.21781534,0.10957713,0.103688546,0.107661635
0.14578676,0.1439577,0.308344,0.11803363,0.18718848,0.18194152
0.16109778,0.25817597,0.19462083,0.25725,0.17310816,0.107295245
0.17586389,0.18631597,0.1553401,0.13015047,0.18468845,0.27324235
0.15194099,0.15398341,0.08417266,0.13079146,0.41902226,0.13154925
0.14372844,0.09820244,0.116176486,0.11292638,0.07394506,0.074359946
0.1620366,0.10591249,0.111833334,0.13295965,0.180657,0.15437806
0.39235604,0.095793284,0.2697739,0.11541593,0.18890041,0.45986474
0.27941284,0.33160076,0.110696,0.27000707,0.2886984,0.08700139
0.17152636,0.20111986,0.14945135,0.11600971,0.08111145,0.30732426
0.16726592,0.12329587,0.17760073,0.30933058,0.09650391,0.16730611
0.19893056,0.11857399,0.15982006,0.20094185,0.3448215,0.101239644
0.11972581,0.33818308,0.31719983,0.122164875,0.100348815,0.2714893
0.19326754,0.20442636,0.17083506,0.08400708,0.14000387,0.12548766
0.763296,0.24821454,0.16048263,0.36850312,0.1391533,0.12999228
0.32993883,0.49518347,0.38454401,0.22891842,0.13921507,0.24604109
0.21492936,0.18702836,0.17323196,0.3787465,0.117608495,0.21616983
0.38624585,0.09481075,0.135019,0.20025969,0.17136943,0.12317325
0.30641353,0.3161366,0.12677686,0.11904691,0.12281503,0.16269408
0.365877,0.317672,0.12841669,0.078841254,0.24741387,0.23455559
0.8925063,0.13412532,0.17658123,0.1077102,0.10497102,0.20790803
0.383438,0.113451876,0.09761593,0.07487795,0.13354073,0.17023635
0.2542247,0.49019644,0.23774587,0.18100066,0.14864182,0.13025385
0.65080273,0.24976836,0.18056017,0.1668079,0.25269943,0.16792361
0.09113206,0.22130467,0.3869436,0.16870025,0.09030236,0.17949623
0.11362055,0.11983135,0.17206693,0.11792462,0.075673886,0.12774296
0.38904828,0.09965275,0.18267262,0.14693648,0.13570873,0.14914617
0.20660467,0.10983659,0.13609402,0.10863068,0.15936716,0.21724433
0.17404935,0.099188186,0.20462386,0.14228977,0.17363451,0.09594724
0.16660886,0.19882807,0.24796121,0.15359968,0.11597674,0.24030736
0.1317442,0.2151856,0.10107338,0.14267723,0.18390286,0.4518286
0.20239687,0.088312574,0.15936467,0.15993065,0.21291716,0.110572696
0.15765488,0.156516,0.07638165,0.11290227,0.16165535,0.18643731
0.18053839,0.2542448,0.14484234,0.39916933,0.16317527,0.12476317
0.19995317,0.15379202,0.16632515,0.14112705,0.09336221,0.14161986
0.13395923,0.18921421,0.08738805,0.10590689,0.3603317,0.20673183
0.1382375,0.18511634,0.19731481,0.22420448,0.12885116,0.16063851
0.13950735,0.38305455,0.11571883,0.16065942,0.13855278,0.20140868
0.12043103,0.13805497,0.122276515,0.13802472,0.19328035,0.25815716
0.10288151,0.091567606,0.14772238,0.111530274,0.10025847,0.11697818
0.11358395,0.17451558,0.10435304,0.35407576,0.13561623,0.12003447
0.14198747,0.41883686,0.17101231,0.16451588,0.15180531,0.11029087
0.0930143,0.24915507,0.08421486,0.096567065,0.11685387,0.13192779
0.19434036,0.15623677,0.19021948,0.08542569,0.08884055,0.17763272
0.18534817,0.30014017,0.11737655,0.39081395,0.09021662,0.4305397
0.23473096,0.20682664,0.24634552,0.17985547,0.17067572,0.05810713
