epoch,loss,val_loss,accuracy,val_accuracy
0,0.4775436,0.35264095664024353,0.7702769,0.8566818833351135
1,0.33107522,0.3491087853908539,0.8698533,0.8574885725975037
2,0.281761,0.34991246461868286,0.89203906,0.8609841465950012
3,0.24773748,0.3588695228099823,0.90638775,0.8574885725975037
4,0.21320194,0.3759773373603821,0.92211944,0.8554719090461731
5,0.19252813,0.3903530240058899,0.9302446,0.8574885725975037
